GN_EFFORT_ID,SPECIES,N,WEIGHT
43101,307,4,793.79
43101,216,332,57549.49
43101,201,24,4025.63
43101,202,303,53034.83
43101,204,3,148.83
43101,210,2,340.19
43102,307,6,1204.85
43102,216,204,39859.4
43102,201,46,8894.66
43102,202,156,30844.26
43102,204,2,120.49
43103,307,3,680.39
43103,202,92,
43103,210,1,
43103,201,7,
43103,204,1,
43103,216,101,24720.76
43104,307,4,566.99
43104,216,854,148686.04
43104,201,83,15344.17
43104,202,768,133122.16
43104,204,3,219.71
43105,307,5,1155.24
43105,216,375,71695.89
43105,201,67,12813.97
43105,202,304,58655.12
43105,204,4,226.8
43106,307,4,1148.15
43106,216,202,41347.75
43106,201,36,7172.42
43106,202,160,33778.43
43106,204,6,396.89
43107,307,13,2834.95
43107,216,248,43636.97
43107,201,155,26967.46
43107,202,85,15485.91
43107,204,2,148.83
43107,208,6,1034.76
43108,307,7,1665.53
43108,216,116,23161.54
43108,201,78,16166.3
43108,202,35,6810.97
43108,204,3,184.27
43109,307,3,970.97
43109,216,63,15372.52
43109,201,30,7434.66
43109,202,32,7852.81
43109,204,1,70.87
43110,216,362,63772.2
43110,201,210,37237.07
43110,202,129,22615.81
43111,307,6,1417.48
43111,216,151,27350.18
43111,201,61,12098.15
43112,307,12,807.96
43112,216,147,29646.49
43112,201,73,14160.58
43112,204,4,255.15
43112,210,7,1771.84
43113,127,1,283.5
43113,216,192,24720.76
43113,201,79,
43113,210,8,
43113,208,21,
43113,205,10,
43114,307,1,311.84
43114,127,4,1304.08
43114,216,155,20525.04
43114,201,45,
43114,204,59,
43114,210,16,
43114,208,8,
43114,206,1,
43114,205,11,
43114,213,15,
43115,307,1,290.58
43115,216,127,16456.88
43115,201,38,
43115,204,35,
43115,210,15,
43115,208,4,
43115,206,1,
43115,205,11,
43115,213,23,
43116,307,1,432.33
43116,127,1,396.89
43116,216,87,8008.73
43116,201,15,
43116,204,66,
43116,210,1,
43116,208,2,
43116,205,3,
43117,307,1,432.33
43117,127,2,1247.38
43117,216,82,5060.39
43117,201,4,
43117,204,76,
43117,210,1,
43117,205,1,
43118,307,13,2962.52
43118,216,166,22920.57
43118,213,166,
43119,307,8,5060.39
43119,127,2,907.18
43119,216,87,9971.94
43119,213,87,
43120,307,9,2551.46
43120,216,68,10517.66
43120,213,68,
43121,216,33,3543.69
43121,213,33,
43122,307,7,3572.04
43122,127,4,1927.77
43122,216,21,1814.37
43122,213,21,
43123,307,4,864.66
43123,216,182,23026.88
43123,201,102,
43123,204,47,
43123,210,14,
43123,208,12,
43123,206,3,
43123,205,4,
43124,307,4,963.88
43124,127,1,283.5
43124,216,144,20603
43124,201,76,
43124,204,42,
43124,210,9,
43124,208,12,
43124,206,1,
43124,205,1,
43124,213,3,
43125,307,4,1417.48
43125,127,3,1757.67
43125,216,105,16733.29
43125,201,58,
43125,204,26,
43125,210,7,
43125,208,9,
43125,206,1,
43125,205,2,
43125,213,2,
43126,307,1,226.8
43126,216,117,12417.08
43126,201,21,
43126,204,82,
43126,210,2,
43126,208,2,
43126,206,2,
43126,207,1,
43126,205,7,
43127,307,4,2168.74
43127,127,2,737.09
43127,216,109,7725.24
43127,201,9,
43127,204,96,
43127,210,1,
43127,205,3,
43128,307,5,978.06
43128,216,168,23033.97
43128,201,121,
43128,204,27,
43128,210,1,
43128,208,5,
43128,206,13,
43128,207,1,
43129,307,17,2324.66
43129,216,92,13111.64
43129,201,55,
43129,204,25,
43129,210,1,
43129,208,2,
43129,206,7,
43129,213,2,
43130,307,7,1885.24
43130,216,94,7491.36
43130,201,22,
43130,204,34,
43130,210,2,
43130,206,34,
43130,207,2,
43131,307,10,6697.57
43131,127,1,396.89
43131,216,44,3685.44
43131,201,14,
43131,204,15,
43131,206,15,
43132,307,14,6123.49
43132,127,7,3607.47
43132,216,79,3231.84
43132,201,4,
43132,204,37,
43132,210,1,
43132,206,37,
43133,307,4,793.79
43133,216,191,25032.61
43133,201,91,
43133,204,60,
43133,210,16,
43133,208,18,
43133,206,3,
43133,205,3,
43134,307,5,1304.08
43134,127,2,815.05
43134,216,115,10886.21
43134,201,29,
43134,204,72,
43134,210,4,
43134,208,6,
43134,213,4,
43135,307,6,1927.77
43135,127,3,850.49
43135,216,75,9015.14
43135,201,30,
43135,204,32,
43135,210,8,
43135,208,3,
43135,213,2,
43136,307,2,566.99
43136,216,60,6867.67
43136,201,17,
43136,204,39,
43136,210,4,
43137,307,1,574.08
43137,127,9,4493.4
43137,216,58,3749.22
43137,201,11,
43137,204,46,
43137,210,1,
43138,307,12,2849.12
43138,127,4,800.87
43138,216,172,23019.79
43138,201,60,
43138,204,43,
43138,210,25,
43138,208,10,
43138,206,31,
43138,213,3,
43139,307,19,5102.91
43139,127,5,2097.86
43139,216,107,14068.44
43139,201,36,
43139,204,38,
43139,210,16,
43139,208,3,
43139,206,14,
43140,307,14,7300
43140,127,2,566.99
43140,216,69,8122.13
43140,201,7,
43140,204,38,
44269,210,1,240.97
44269,203,5,1254.48
44269,213,1,
44270,127,5,1644.27
44270,216,150,26591.83
44270,201,11,2615.27
44270,204,63,9596.33
44270,210,6,1389.13
44270,206,8,1389.11
44270,213,11,
44271,127,4,2381.36
44271,216,148,25202.71
44271,204,64,7775.87
44271,210,12,2870.38
44271,206,5,878.84
44271,207,4,1063.11
44271,203,1,205.53
44271,213,4,
44272,127,3,1587.57
44272,216,71,12728.93
44272,204,23,2204.18
44272,210,5,1247.37
44272,206,3,446.51
44272,207,1,297.67
44272,203,1,240.97
44272,213,5,
44273,127,4,1764.75
44273,216,79,15996.27
44273,202,7,1587.57
44273,204,17,2898.75
44273,208,11,2005.74
44273,205,3,630.78
44273,203,3,623.69
44274,127,3,1098.55
44274,216,75,18406
44274,202,13,3061.76
44274,204,11,1849.82
44274,208,2,411.07
44274,207,1,240.97
44275,307,12,4075.23
44275,127,5,2466.4
44275,216,47,11821.81
44275,202,12,3175.16
44275,210,4,999.33
44275,208,1,226.8
44276,307,2,708.73
44276,127,9,5152.51
44276,216,147,29001.63
44276,202,7,1623.01
44276,204,39,7129.91
44276,208,18,3444.49
44277,307,3,1771.84
44277,127,3,2027
44277,201,53,13579.49
44277,204,7,1360.78
44277,210,13,3111.36
44277,206,10,1750.59
44277,213,4,
44278,127,6,2331.73
44278,216,48,13090.42
44278,201,35,9808.95
44278,210,6,1630.11
44278,206,1,240.97
44279,307,33,9624.64
44279,216,91,15705.62
44279,201,16,3501.17
44279,202,2,425.24
44279,210,9,1998.65
44279,208,25,4238.26
44279,207,1,347.28
44280,307,27,9376.62
44280,127,1,276.41
44280,201,13,2976.72
44280,202,1,170.1
44280,204,21,2218.36
44280,208,8,1481.25
44280,207,1,219.71
44281,127,4,1615.92
44281,216,16,2367.18
44281,201,2,595.34
44281,208,3,581.17
44281,213,1,
44282,307,7,1708.07
44282,216,100,18538.78
44282,201,12,2629.44
44282,202,17,3770.49
44282,210,3,822.14
44282,208,35,6113.01
44283,307,10,3302.71
44283,216,72,12487.95
44283,201,16,3947.69
44283,202,5,1155.25
44283,210,4,956.79
44283,208,18,3437.39
44283,207,1,233.88
44283,213,2,
44284,127,3,1070.2
44284,216,46,9837.28
44284,202,2,545.73
44284,204,12,1325.36
44284,208,8,1672.63
44284,206,5,1126.89
44285,307,55,17045.14
44285,127,13,7172.43
44285,201,27,
44285,202,9,
44285,204,121,21010.51
44285,208,9,
44285,213,2,
44286,307,39,12161.94
44286,127,9,3182.25
44286,216,98,21545.62
44286,201,23,
44286,202,5,
44286,204,56,9525.6
44286,210,7,
44286,208,3,
44286,205,1,
44286,213,3,
44287,307,32,11899.71
44287,127,16,10099.51
44287,216,49,11949.31
44287,201,8,
44287,202,4,
44287,204,25,
44287,210,5,
44287,208,7,
44288,307,152,46464.97
44288,127,4,1729.32
44288,216,347,69640.55
44288,201,58,13565.24
44288,202,18,4110.68
44288,204,108,19263.49
44288,210,38,8632.42
44288,208,113,20680.96
44288,206,6,1006.41
44288,207,2,581.16
44288,203,2,439.42
44288,213,4,
44289,307,136,45118.23
44289,127,1,354.37
44289,216,233,49328.13
44289,201,42,9837.28
44289,202,15,3968.93
44289,204,59,9086.01
44289,210,49,11509.9
44289,208,57,11113
44289,206,3,524.47
44289,207,4,1431.65
44289,213,4,
44290,307,122,43020.37
44290,127,3,1828.54
44290,216,107,25727.17
44290,201,19,4890.29
44290,202,10,2948.35
44290,204,28,5358.06
44290,210,22,5868.35
44290,208,22,4791.07
44290,206,2,425.24
44290,207,3,1190.68
44290,203,1,226.8
44290,213,1,
44291,307,9,2877.47
44291,127,3,765.44
44291,216,119,24338.05
44291,201,53,12204.44
44291,202,4,921.36
44291,204,27,4224.09
44291,210,14,3132.63
44291,208,18,3345.22
44291,206,2,304.76
44291,203,3,595.34
44291,213,1,
44292,307,16,5946.33
44292,127,5,1708.05
44292,216,97,22311.06
44292,201,35,9185.26
44292,202,8,1949.04
44292,204,30,5265.96
44292,210,11,2863.29
44292,208,6,985.13
44292,205,1,269.32
44292,203,5,1119.81
44292,213,6,
44293,307,7,2253.8
44293,127,4,1523.79
44293,216,72,18313.78
44293,201,39,10867.23
44293,202,2,467.77
44293,204,10,1580.48
44293,210,16,4521.75
44293,208,1,226.8
44293,206,2,368.55
44293,205,1,255.15
44293,203,6,1424.58
44293,213,1,
44294,307,3,800.87
44294,127,9,2629.42
44294,216,100,18696.5
44294,201,27,6152.95
44294,202,6,1247.37
44294,204,21,3635.84
44294,210,8,1729.33
44294,208,16,2919.98
44294,206,17,2523.1
44294,207,1,226.8
44294,213,4,
44295,127,11,5046.21
44295,216,54,11339.8
44295,201,21,5088.75
44295,204,14,2246.7
44295,210,6,1346.6
44295,208,7,1275.73
44295,206,3,453.59
44295,213,3,
44296,307,1,311.84
44296,127,7,3431.46
44296,216,42,9709.7
44296,201,22,5854.19
44296,202,3,786.7
44296,204,8,1169.41
44296,210,3,666.21
44296,208,1,212.62
44296,206,3,418.15
44296,213,2,
44297,307,9,2976.71
44297,127,7,2140.38
44297,216,254,44473.28
44297,201,39,8079.61
44297,204,77,10092.42
44297,210,27,5726.6
44297,208,98,17463.29
44297,206,13,1956.12
44298,307,14,4578.44
44298,127,8,4599.71
44298,216,135,23530.09
44298,201,16,3628.74
44298,202,1,240.97
44298,204,45,4337.47
44298,210,18,4677.67
44298,208,37,7200.77
44298,206,10,1445.82
44298,207,3,737.09
44298,205,1,226.8
44298,213,4,
44299,307,14,4819.42
44299,127,6,2324.66
44299,216,67,10404.27
44299,201,7,1786.02
44299,204,31,2679.03
44299,210,10,2409.71
44299,208,13,2636.5
44299,206,4,368.54
44299,205,1,283.5
44299,213,1,
44300,307,7,5421.85
44300,127,90,26719.46
44300,216,371,68705.01
44300,201,59,14160.58
44300,202,21,4968.27
43591,204,12,
43591,210,2,
43592,307,2,822.14
43592,127,1,396.89
43592,216,12,907.18
43592,204,10,
43592,213,2,
43593,307,5,1105.63
43593,127,1,481.94
43593,216,74,10631.06
43593,201,9,
43593,204,36,
43593,210,13,
43593,208,12,
43593,206,3,
43593,213,1,
43594,307,7,1700.97
43594,127,3,2324.66
43594,216,28,4280.77
43594,201,2,
43594,202,1,
43594,204,10,
43594,210,8,
43594,208,4,
43594,206,1,
43594,213,2,
43595,307,3,1133.98
43595,127,1,269.32
43595,216,11,1885.24
43595,201,3,
43595,204,4,
43595,210,4,
43596,307,4,1275.73
43596,127,1,368.54
43596,216,4,680.39
43596,204,2,
43596,210,2,
43597,307,5,2012.81
43597,127,2,1190.68
43597,216,16,1219.03
43597,204,15,
43597,213,1,
43598,127,1,403.98
43598,216,398,57088.81
43598,201,7,
43598,204,79,
43598,210,12,
43598,208,3,
43599,216,214,35472.31
43599,201,2,
43599,210,5,
43600,307,1,226.8
43600,216,114,20050.18
43600,204,19,
43600,207,4,
43600,205,5,
43601,216,36,5889.61
43601,204,13,
43601,210,1,
43601,207,1,
43602,307,1,439.42
43602,216,13,2537.28
43602,204,8,
43602,206,2,
43603,307,6,1417.48
44275,204,6,673.3
44275,203,7,1899.43
44276,201,35,7902.46
44276,210,21,4755.65
44276,206,27,4146.11
44277,216,92,21460.57
44277,208,5,1048.93
44278,307,2,588.25
44278,204,5,1190.68
44278,208,1,219.71
44279,127,2,694.57
44279,204,31,3543.67
44279,206,5,857.56
44279,213,2,
44280,216,48,7973.33
44280,210,4,907.19
44281,307,29,10687.79
44281,204,8,588.25
44281,206,2,481.94
44282,127,1,198.45
44282,204,20,2771.17
44282,206,13,2432.53
44283,127,2,616.61
44283,204,23,1991.54
44283,206,3,432.32
44284,307,10,4394.17
44284,201,16,4613.89
44284,210,2,496.12
44284,213,1,
44285,216,184,36542.51
44285,210,16,
44305,203,1,255.15
44306,127,59,16471.06
44306,204,173,
44307,307,7,2168.75
44307,204,85,13621.96
43140,210,11,
43140,208,2,
43140,206,11,
43141,307,15,10489.32
43141,127,3,1148.15
43141,216,58,9865.63
43141,201,15,
43141,204,21,
43141,210,11,
43141,208,2,
43141,206,7,
43141,207,2,
43142,307,10,4429.61
43142,127,8,4195.73
43142,216,15,1927.77
43142,204,8,
43142,213,1,
43143,307,8,1941.94
43143,216,439,72673.94
43143,201,186,
43143,204,13,
43143,208,102,
43143,206,77,
43144,307,6,1587.57
43144,216,305,52935.6
43073,202,42,7980.43
43845,213,2,
43846,307,1,269.32
43846,127,3,1219.03
43846,216,71,12785.62
43846,201,20,
43846,204,27,
43846,210,6,
43846,208,8,
43846,206,2,
43846,205,4,
43846,213,4,
43847,307,5,2076.59
43847,127,1,510.29
43847,216,15,2367.18
43847,201,1,
43847,204,7,
43847,206,4,
43847,207,1,
43847,205,2,
43848,307,1,184.27
43848,216,375,51496.87
43849,307,2,1630.1
43849,127,2,403.98
43849,216,319,49703.76
43850,307,4,1063.1
43850,127,7,2863.3
43850,216,177,30085.91
43851,307,3,751.27
43851,127,3,737.09
43851,216,50,9071.84
43852,127,10,4755.63
43852,216,9,1502.52
43853,307,1,595.34
43853,127,2,481.94
43853,216,166,26443
43854,307,2,644.95
43854,127,3,722.91
43854,216,65,11113
43855,127,8,2516.02
43855,216,34,5840
43856,307,2,659.12
43856,127,8,3451.56
43856,216,26,3784.66
43857,307,1,538.64
43857,127,11,4932.82
43857,216,5,878.83
43858,307,4,1148.15
43858,216,107,16605.72
43859,307,3,648.5
43859,127,1,262.23
43859,216,26,3387.77
43860,307,3,807.96
43860,127,4,1445.82
43860,216,12,1530.87
43861,307,7,2445.14
43861,127,3,1020.58
43861,216,14,1148.15
43862,307,4,1540.32
43862,127,9,4450.87
43862,216,17,1658.45
43863,127,2,907.18
43863,216,217,30397.75
43864,127,2,751.26
43864,216,34,5117.08
43865,127,4,1219.03
43865,216,25,3770.48
43866,307,1,893.01
43866,127,3,1346.6
43866,216,11,1700.97
43867,127,7,3657.09
43867,216,10,1247.38
43868,307,8,1644.27
43868,127,7,2019.9
43868,216,221,31900.27
43868,201,7,
43868,204,93,
43868,210,27,
43868,208,94,
43869,307,2,474.86
43869,216,78,11609.12
43869,201,8,1485.51
43869,204,21,1652.75
43869,208,15,2486.27
43869,213,13,
43870,307,5,1949.03
43870,216,55,8448.15
43870,201,4,762.61
43870,204,21,1751.53
43870,208,12,2097.87
43870,206,3,538.64
43870,213,1,
43871,127,5,1729.32
43871,216,18,2849.12
43871,201,2,382.72
43871,210,6,1457.19
43871,208,3,405.39
43872,307,1,822.14
43872,127,13,6336.11
43872,201,2,584
43872,204,46,2639.96
43873,307,9,1856.89
43873,127,1,609.51
43873,201,14,
43873,204,26,
43873,210,3,
43873,206,262,
43873,207,2,
43874,127,3,878.83
43874,216,134,20610.09
43874,201,8,
43874,210,6,
43874,208,4,
43874,207,2,
43875,307,13,4422.52
43875,216,76,13692.81
43875,201,1,
43875,210,1,
43875,206,71,
43876,307,8,2749.9
43876,127,12,6378.64
43876,201,1,
43876,204,3,
43876,206,26,
43877,307,8,15932.44
43877,216,4,822.14
43877,204,3,
43877,207,1,
43878,127,2,496.12
43878,216,438,60228.51
43878,201,37,
43878,204,283,
43878,210,7,
43878,205,17,
43879,127,2,552.82
43879,216,261,36967.75
43879,201,20,
43879,210,17,
43879,208,70,
43879,205,7,
43880,307,5,1956.12
43880,216,205,21219.6
43880,201,10,
43880,204,157,
43880,208,25,
43881,307,8,2920
43881,127,3,1148.15
43881,201,7,
43881,204,182,
43881,210,3,
43881,206,1,
43881,205,7,
43882,307,1,467.77
43882,127,6,2948.35
43882,204,258,
43883,307,6,1374.95
43883,216,175,25386.98
43883,202,1,
43883,204,28,
43883,208,11,
43883,206,98,
43883,213,21,
43884,216,102,17888.53
43884,201,15,
43884,202,1,
43884,210,7,
43884,208,4,
43884,207,1,
43884,205,3,
43885,307,12,4139.03
43885,216,59,10758.64
43885,201,11,
43885,204,6,
43885,208,5,
43885,206,26,
43886,307,7,2891.65
43886,216,30,6321.94
43886,204,6,
43886,206,7,
43886,207,2,
43887,307,11,4649.32
43887,127,2,963.88
43887,201,4,
43887,204,11,
43887,206,2,
43887,205,2,
43888,307,28,6789.71
43888,216,377,56784.05
43888,201,24,
43888,202,14,
43888,204,91,
43888,210,10,
43888,208,227,
43888,206,7,
43888,205,4,
43889,307,23,6109.32
43889,127,3,1148.15
43889,216,226,41064.25
43889,201,13,
43889,202,2,
43889,204,38,
43889,210,22,
43889,208,147,
43889,206,2,
43889,205,2,
43890,307,25,7271.65
43890,127,4,1771.84
43890,216,135,24338.05
43890,201,10,
43890,204,32,
43890,210,38,
43890,208,55,
43891,307,26,9794.75
43891,127,1,453.59
43891,216,71,10957.08
43891,204,30,
43891,210,2,
43891,208,30,
43891,205,4,
43891,213,5,
43892,307,23,10277.77
43892,127,1,411.07
43892,216,22,2310.48
43892,204,16,
43892,210,1,
43892,208,5,
43893,307,12,3231.84
43893,216,236,36159.79
43893,201,10,
43893,202,4,
43893,204,63,
43893,210,8,
43893,208,37,
43893,206,106,
43893,205,8,
43894,307,17,4875.66
43894,216,106,18583.1
43894,201,27,
43894,204,13,
43894,210,7,
43894,208,19,
43894,206,30,
43894,207,1,
43894,205,3,
43894,213,6,
43895,307,9,3061.75
43895,127,1,878.83
43895,216,62,12360.38
43895,201,14,
43895,204,8,
43895,210,8,
43895,208,9,
43895,206,17,
43895,207,1,
43895,205,1,
43895,213,4,
43896,307,18,9284.46
43896,127,1,382.72
43896,216,52,9624.66
43896,201,5,
43896,204,8,
43896,210,3,
43896,208,3,
43896,206,27,
43896,207,1,
43896,205,3,
43896,213,2,
43897,307,10,4080.91
43897,127,2,1133.98
43897,216,7,2239.61
43897,201,1,
43897,204,3,
43897,210,1,
43897,207,2,
43898,307,3,637.87
43898,127,2,1056.02
43898,216,382,58683.47
43898,201,14,2508.93
43898,202,3,510.29
43898,204,160,22197.66
43898,210,16,2764.08
43898,208,157,24933.39
43898,206,19,3005.05
43898,205,13,2764.08
43899,307,4,1063.11
43899,127,6,1360.78
43899,216,137,22764.65
43899,201,9,2239.61
43899,204,39,4847.76
43899,210,11,2423.88
43899,208,33,5925.05
43899,206,41,6506.21
43899,205,4,822.14
43900,307,4,978.06
43900,127,4,1289.9
43900,216,69,12509.22
43900,201,9,1842.72
43900,204,28,3742.13
43900,210,4,1020.58
43900,208,20,3954.76
43900,206,1,212.62
43900,205,7,1736.41
43901,307,4,1445.82
43901,127,6,2012.81
43901,216,25,3954.76
43901,201,1,297.67
43901,204,16,1445.82
43901,210,2,581.16
43901,208,4,1006.41
43901,205,2,623.69
43902,307,4,1793.11
43902,127,5,2239.61
43902,216,10,1084.37
43902,201,1,304.76
43902,204,8,623.69
43902,206,1,155.92
43903,127,2,418.16
43903,216,139,16130.87
43903,201,7,1346.6
43903,202,2,425.24
43903,204,6,1006.41
43903,208,5,893.01
44307,206,1,113.4
44308,307,6,2076.59
44308,201,10,2735.73
44308,202,29,8079.63
44308,208,2,396.89
44309,127,4,1091.46
44309,204,49,7789.08
44309,208,29,4932.83
44310,307,14,4429.6
44310,202,4,1041.85
44310,208,6,1112.71
44310,205,1,191.36
44311,307,21,8370.19
44311,202,1,212.62
44311,208,4,878.84
44311,213,3,
44312,201,83,
44312,210,17,
44313,307,1,552.82
44313,201,75,
44313,210,10,
44314,127,15,7923.69
44314,204,36,7441.75
44314,208,12,2679.02
44315,307,12,3912.23
44315,204,45,6449.44
44315,203,15,4422.53
44316,127,3,1133.98
44316,210,3,694.56
44316,213,1,
44317,216,22,4039.8
44317,204,9,999.31
44317,203,5,1197.76
44318,216,119,21659.02
44318,210,11,2253.81
44318,207,1,212.62
44319,127,8,3642.91
44319,202,1,219.71
44319,208,14,2586.89
44319,213,2,
44320,201,21,5882.54
44320,210,5,1374.95
44320,207,3,822.14
44321,216,175,34884.06
44321,210,16,3657.1
44346,208,19,3657.09
44347,307,1,510.29
44347,201,34,10290.87
44347,208,8,1700.97
44348,216,96,17477.47
44350,216,45,10404.27
44351,201,21,5570.68
44351,208,35,5995.92
44352,216,101,20879.41
44352,210,5,1530.87
44353,216,52,13522.71
44353,210,2,751.26
44354,127,19,12735.99
44354,204,165,27102.12
44355,307,8,3005.05
44355,201,73,20184.84
44355,208,117,22240.18
44356,127,14,7555.13
44356,202,9,2324.66
44356,206,29,5627.38
44357,127,19,9723.88
44357,204,74,12558.83
44357,213,2,
44358,127,18,9986.11
44358,204,35,6038.44
44358,207,3,1169.42
44359,216,89,25046.78
44359,210,17,5244.66
44360,127,17,12537.57
44360,204,120,20043.1
44360,207,2,737.09
44361,216,315,71001.32
44361,210,26,6803.88
44361,213,6,
44362,127,19,11765.04
42998,204,7,552.82
42999,307,3,1048.93
42999,210,4,871.74
43000,216,12,793.78
43001,127,6,2920
43002,216,88,11841.52
43003,127,1,255.15
43003,206,32,4535.91
43004,307,4,1190.68
43004,206,10,1431.64
43031,216,147,14543.29
43032,202,1,170.1
43032,208,12,1729.31
43032,205,3,559.9
43033,127,5,1615.92
43033,204,22,1530.85
43033,206,3,425.24
43034,307,3,985.15
43034,204,26,1260.41
43034,208,1,177.18
43035,307,5,2345.93
43035,204,12,474.86
43035,205,1,304.76
43036,307,4,1382.05
43036,204,23,1133.67
43036,205,1,148.83
43037,127,1,240.97
43037,204,2,63.78
43038,307,7,2069.51
43038,204,2,70.88
43039,127,2,772.53
43040,307,2,1183.59
43041,307,5,3231.84
43041,206,3,510.29
43042,307,16,3749.23
43042,204,4,233.87
43042,206,10,1226.12
43043,127,8,
43043,201,9,1353.68
43043,206,3,276.42
43044,127,8,
43044,204,9,531.55
43044,205,3,623.68
43045,127,14,
43045,204,2,92.14
43046,307,9,3685.44
43046,213,5,
43047,201,3,382.71
43047,208,9,1311.17
43048,216,18,2296.31
43048,206,9,1460
43049,127,1,
43049,204,6,368.54
43049,205,1,163.01
43050,216,10,1176.49
43050,206,2,170.1
43051,127,3,
43051,206,2,134.66
43052,127,1,311.84
43053,216,78,11765.04
43055,307,10,3345.24
43056,307,8,3316.89
43110,307,7,1424.56
43110,208,23,3919.32
43111,202,90,15252.03
43112,202,56,12140.67
43112,208,7,1318.25
43113,204,65,
43113,206,4,
43113,213,5,
43142,201,5,
43142,210,1,
43143,127,1,226.8
43143,210,60,
43143,205,1,
43144,127,2,510.29
43144,210,71,
43144,205,4,
43145,127,2,907.18
43145,204,4,
43145,206,16,
43146,307,1,170.1
43146,204,18,
43146,208,6,
43146,213,1,
43147,216,77,17477.47
43147,208,2,
43148,127,1,219.71
43148,204,17,
43148,206,106,
43148,213,10,
43149,216,169,28625.91
43149,208,3,
43150,307,7,1601.75
43150,204,9,
43150,208,6,
43151,307,11,3352.33
43151,204,6,
43151,206,23,
43152,307,8,5145.43
43152,204,14,
43152,207,3,
43153,307,1,269.32
43153,201,37,5464.37
43153,208,15,2282.13
43153,205,1,198.45
43154,216,36,5258.81
43154,210,2,375.63
43155,307,2,1729.32
43155,204,13,659.12
43155,206,7,1176.49
43156,307,6,1913.59
43156,204,3,
43157,127,2,1070.19
43157,206,2,184.27
43158,307,5,1133.97
43158,210,4,786.7
43158,205,1,226.8
43159,127,7,1863.98
43159,204,15,708.74
43160,307,7,3090.09
43160,204,19,836.29
43161,127,5,2005.73
43161,204,24,1112.69
43162,127,6,2501.86
43264,206,1,
43284,210,7,
43284,213,1,
43285,216,68,10404.27
43285,208,40,
43286,127,1,340.19
43286,204,20,
43286,206,4,
43287,127,3,1644.27
43288,307,1,170.1
43288,201,4,
43288,206,38,
43289,216,66,11623.3
43289,208,48,
43289,213,1,
43290,216,42,7427.57
43299,213,2,
43300,204,12,
43301,307,5,1672.62
43301,204,12,
43301,206,1,
43302,307,8,4309.12
43302,206,4,
43303,307,7,1893.74
43303,204,50,
43303,206,7,
43304,307,7,2653.52
43304,204,16,
43330,204,29,
43331,307,11,3968.93
43331,204,7,
43332,127,2,963.88
43332,213,7,
43333,201,34,
43333,208,203,
43334,201,14,
43334,208,64,
43334,205,5,
43335,216,68,8363.1
43335,210,2,
43335,213,4,
43336,127,1,290.58
43336,208,9,
43337,204,26,
43338,307,3,1048.93
43338,204,34,
43339,307,3,680.39
43339,210,15,
43339,207,2,
43340,307,6,1786.02
43340,204,23,
43340,206,5,
43341,307,10,4932.81
43341,201,5,
43341,208,5,
43341,205,1,
43342,216,32,5414.75
43342,210,1,
43342,205,1,
43343,127,1,255.15
43343,210,5,
43343,213,1,
43344,201,8,
43345,307,9,2707.38
43345,210,1,
43346,307,9,3657.08
43346,210,1,
43347,127,1,481.94
43347,208,1,
43348,307,1,248.06
43348,204,37,
43348,206,14,
43349,127,1,255.15
43349,202,1,
43349,208,21,
43350,127,1,857.57
43350,204,20,
43350,206,5,
43351,216,41,3394.85
43351,206,3,
43351,213,10,
43352,127,5,3409.03
43352,207,3,
43353,216,79,11254.75
43395,210,4,
43395,205,2,
43396,201,6,
43396,208,7,
43397,216,26,1417.48
43398,307,1,191.36
43398,210,21,
43398,205,1,
43399,216,60,10319.22
43399,208,8,
43399,207,1,
43400,216,95,17931.06
44211,127,9,4486.31
44211,216,215,47939
44211,201,44,13139.99
44211,202,3,715.83
44211,204,43,5180.89
44211,210,39,10673.59
43445,216,25,2494.76
43445,201,2,
43445,204,19,
43445,210,3,
43445,208,1,
43446,307,3,1275.73
43446,127,3,1048.93
43400,206,19,
43401,307,3,857.58
43401,204,46,
43401,208,8,
43401,205,2,
43402,127,1,496.12
43402,210,2,
43402,207,1,
43403,307,7,1332.43
43403,204,28,
43403,206,1,
43404,216,76,11623.3
43404,210,3,
43405,307,13,3401.94
43405,210,1,
43406,127,2,907.18
43406,204,16,
43407,307,7,3501.16
43407,204,6,
43408,307,14,3302.71
43408,204,96,
43408,206,112,
43409,307,11,3947.66
43409,201,27,
43409,210,9,
43409,207,5,
43410,201,14,
43410,204,21,
43410,206,12,
43411,307,17,6598.35
43411,204,26,
43411,206,3,
43412,127,3,1885.24
43412,210,1,
43412,213,1,
43381,216,14,1956.12
43413,216,272,39157.75
43413,210,11,
43413,205,5,
43414,216,88,14507.86
42870,307,3,1162.33
42871,216,5,368.54
42873,307,2,574.08
42875,307,1,1658.45
42876,216,10,1105.63
42877,208,27,
42878,307,11,3005.05
42878,213,20,
42879,216,17,2026.99
42880,307,1,226.8
42880,210,2,
42881,127,5,2126.21
42882,127,1,255.15
42882,208,3,
42882,213,38,
42883,201,11,
42883,213,14,
42884,216,29,3090.1
42884,206,18,
42885,307,3,1672.62
42885,205,2,
42886,127,2,1048.93
42886,208,1,
43903,206,116,16499.41
43903,205,3,496.12
43904,127,4,708.74
43904,216,66,12133.59
43904,201,3,715.82
43904,204,12,1211.94
43904,210,4,1034.76
43904,208,1,184.27
43904,206,41,6733.01
43904,207,3,1736.41
43904,205,2,510.29
43905,307,1,113.4
43905,127,8,4011.45
43905,216,36,6350.29
43905,201,4,1020.58
